epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
24,231.564,0.92443,0.447,0.78044,0.98853,0.99961,0.995,0.78151,0.85019,0.37615,0.76834,0.00110362,0.00110362,0.00110362
25,240.721,0.92762,0.44635,0.78319,0.9955,1,0.995,0.78913,0.76665,0.36946,0.76534,0.00108947,0.00108947,0.00108947
26,249.99,0.92963,0.44953,0.79235,0.9878,1,0.995,0.80153,0.74525,0.35155,0.76339,0.00107532,0.00107532,0.00107532
27,259.342,0.967,0.46107,0.7945,0.99449,1,0.995,0.77807,0.83428,0.36021,0.76773,0.00106118,0.00106118,0.00106118
28,268.567,0.93682,0.42051,0.79629,0.98275,0.99998,0.99454,0.79753,0.7997,0.34982,0.76746,0.00104703,0.00104703,0.00104703
29,277.821,0.89978,0.42019,0.79402,0.97728,1,0.9937,0.81555,0.72011,0.32759,0.76178,0.00103288,0.00103288,0.00103288
30,287.229,0.93595,0.42053,0.78408,0.97156,0.99478,0.99464,0.77888,0.796,0.40428,0.7658,0.00101873,0.00101873,0.00101873
31,296.53,0.92866,0.4281,0.78202,0.99395,0.99981,0.995,0.76592,0.93095,0.38619,0.77034,0.00100459,0.00100459,0.00100459
32,305.776,0.92146,0.42794,0.78158,0.99133,1,0.995,0.80379,0.80854,0.35768,0.76699,0.00099044,0.00099044,0.00099044
33,315.04,0.9488,0.4217,0.78744,0.99658,1,0.995,0.8,0.79026,0.3525,0.76433,0.000976293,0.000976293,0.000976293
34,324.287,0.88219,0.40557,0.78402,0.99515,1,0.995,0.79769,0.77364,0.35536,0.76994,0.000962146,0.000962146,0.000962146
35,333.55,0.92037,0.42029,0.79014,0.98887,0.99992,0.995,0.77134,0.88657,0.38174,0.77007,0.000947999,0.000947999,0.000947999
36,342.799,0.94347,0.42866,0.78454,0.98682,1,0.995,0.78624,0.85036,0.38112,0.77193,0.000933851,0.000933851,0.000933851
37,352.05,0.92909,0.43047,0.77538,0.98153,1,0.995,0.79834,0.78791,0.37228,0.76931,0.000919704,0.000919704,0.000919704
38,361.393,0.86579,0.38851,0.77658,0.99417,0.99333,0.995,0.79624,0.74041,0.34762,0.76574,0.000905557,0.000905557,0.000905557
39,371.292,0.89132,0.3929,0.78662,0.99278,0.99965,0.995,0.79444,0.71469,0.33279,0.76486,0.00089141,0.00089141,0.00089141
40,380.56,0.90252,0.40597,0.78791,0.9874,0.99878,0.995,0.80573,0.7553,0.35095,0.76985,0.000877263,0.000877263,0.000877263
41,389.801,0.8442,0.38472,0.77877,0.98828,1,0.995,0.82694,0.71314,0.32728,0.76391,0.000863116,0.000863116,0.000863116
42,399.189,0.86321,0.39348,0.79041,0.98749,0.99986,0.995,0.82537,0.67696,0.33262,0.76478,0.000848969,0.000848969,0.000848969
43,408.482,0.87438,0.39661,0.78597,0.99004,0.99949,0.995,0.8026,0.7727,0.36606,0.76679,0.000834822,0.000834822,0.000834822
44,417.665,0.82536,0.40383,0.77401,0.99075,1,0.995,0.8063,0.702,0.34363,0.76685,0.000820675,0.000820675,0.000820675
45,426.914,0.82608,0.41043,0.7845,0.98629,0.99504,0.995,0.80468,0.75554,0.35686,0.76996,0.000806528,0.000806528,0.000806528
46,436.234,0.85354,0.40258,0.78793,0.99187,0.99951,0.995,0.79459,0.85889,0.37221,0.76885,0.00079238,0.00079238,0.00079238
47,445.394,0.84825,0.38233,0.78697,0.99293,1,0.995,0.82783,0.68167,0.33699,0.76888,0.000778233,0.000778233,0.000778233
48,454.833,0.81425,0.38144,0.77961,0.98722,0.99724,0.995,0.81497,0.73682,0.34127,0.77015,0.000764086,0.000764086,0.000764086
49,464.026,0.84417,0.38486,0.78037,0.98378,0.99507,0.995,0.82288,0.72002,0.35311,0.76801,0.000749939,0.000749939,0.000749939
50,473.213,0.81576,0.38291,0.77836,0.98432,0.99636,0.995,0.8359,0.71595,0.33504,0.76165,0.000735792,0.000735792,0.000735792
51,482.588,0.80881,0.37227,0.77543,0.99246,0.98801,0.99481,0.81687,0.72709,0.34834,0.76843,0.000721645,0.000721645,0.000721645
52,491.787,0.83214,0.37156,0.78736,0.98844,0.99887,0.995,0.82347,0.708,0.33197,0.76984,0.000707498,0.000707498,0.000707498
53,500.977,0.79547,0.37105,0.78388,0.98517,1,0.995,0.85608,0.67071,0.34322,0.76745,0.000693351,0.000693351,0.000693351
54,510.413,0.81606,0.37212,0.78495,0.99324,1,0.995,0.82774,0.70764,0.34519,0.76896,0.000679204,0.000679204,0.000679204
55,519.636,0.7944,0.36378,0.78591,0.98636,0.99889,0.995,0.8207,0.70649,0.33618,0.77072,0.000665057,0.000665057,0.000665057
56,528.928,0.80538,0.38149,0.78012,0.97712,0.99905,0.99426,0.82067,0.74496,0.35641,0.77077,0.000650909,0.000650909,0.000650909
57,538.166,0.79085,0.36529,0.79069,0.98603,0.99234,0.995,0.83763,0.71762,0.35964,0.77607,0.000636762,0.000636762,0.000636762
58,547.436,0.78452,0.3766,0.78936,0.98292,1,0.995,0.83111,0.70422,0.34947,0.77045,0.000622615,0.000622615,0.000622615
59,556.696,0.81154,0.37455,0.78329,0.98626,0.99859,0.995,0.84709,0.71038,0.33825,0.77199,0.000608468,0.000608468,0.000608468
60,565.989,0.79397,0.36276,0.78736,0.9881,0.99954,0.995,0.83766,0.70387,0.3406,0.77301,0.000594321,0.000594321,0.000594321
61,575.21,0.78932,0.36667,0.78226,0.98754,0.99878,0.995,0.8386,0.69211,0.35928,0.77144,0.000580174,0.000580174,0.000580174
62,584.501,0.76048,0.3643,0.7772,0.98673,1,0.995,0.83365,0.65948,0.34111,0.77142,0.000566027,0.000566027,0.000566027
63,593.747,0.77379,0.36906,0.78559,0.98901,1,0.995,0.83448,0.71876,0.33854,0.77663,0.00055188,0.00055188,0.00055188
64,602.985,0.78688,0.3734,0.77711,0.98598,1,0.995,0.82778,0.70872,0.34828,0.77109,0.000537733,0.000537733,0.000537733
65,612.298,0.78141,0.36592,0.77441,0.98705,0.9995,0.995,0.82843,0.70309,0.33106,0.76615,0.000523586,0.000523586,0.000523586
66,621.546,0.77601,0.36444,0.77814,0.98964,1,0.995,0.82912,0.66508,0.32594,0.77093,0.000509438,0.000509438,0.000509438
67,630.767,0.74796,0.3569,0.78092,0.99119,0.99988,0.995,0.84224,0.68373,0.33752,0.7717,0.000495291,0.000495291,0.000495291
68,640.112,0.75726,0.35275,0.79026,0.98911,1,0.995,0.84889,0.65153,0.31976,0.77062,0.000481144,0.000481144,0.000481144
69,649.342,0.77709,0.36107,0.77937,0.98867,1,0.995,0.84934,0.64037,0.32324,0.77229,0.000466997,0.000466997,0.000466997
70,658.541,0.74156,0.34847,0.78168,0.98579,0.99919,0.995,0.83318,0.64526,0.31655,0.77175,0.00045285,0.00045285,0.00045285
71,667.73,0.71462,0.34242,0.78064,0.99274,1,0.995,0.84526,0.65345,0.33477,0.77093,0.000438703,0.000438703,0.000438703
72,676.952,0.71873,0.35006,0.78532,0.99255,0.99965,0.995,0.85104,0.64424,0.32551,0.77175,0.000424556,0.000424556,0.000424556
73,686.234,0.73639,0.34919,0.78689,0.98995,1,0.995,0.8347,0.65741,0.32479,0.77259,0.000410409,0.000410409,0.000410409
74,695.553,0.7246,0.35061,0.78741,0.98691,0.99875,0.995,0.84002,0.69441,0.32672,0.77345,0.000396262,0.000396262,0.000396262
75,704.832,0.73574,0.34979,0.77627,0.99038,0.99939,0.995,0.85115,0.64169,0.31065,0.77252,0.000382115,0.000382115,0.000382115
76,714.01,0.73825,0.34277,0.78515,0.98914,1,0.995,0.85546,0.64248,0.31966,0.77249,0.000367967,0.000367967,0.000367967
77,723.244,0.71273,0.33293,0.78114,0.99005,1,0.995,0.84522,0.63335,0.31166,0.77183,0.00035382,0.00035382,0.00035382
78,732.548,0.75262,0.34783,0.78636,0.9867,1,0.995,0.84874,0.65671,0.33137,0.76981,0.000339673,0.000339673,0.000339673
79,741.811,0.70069,0.32848,0.77715,0.98571,0.99852,0.995,0.85613,0.65,0.31648,0.7758,0.000325526,0.000325526,0.000325526
80,751.264,0.73016,0.33677,0.78511,0.99122,1,0.995,0.83819,0.64266,0.31811,0.77371,0.000311379,0.000311379,0.000311379
81,760.476,0.70395,0.34234,0.78826,0.98913,0.9996,0.995,0.85239,0.64872,0.30747,0.77076,0.000297232,0.000297232,0.000297232
82,769.653,0.70457,0.33656,0.77467,0.98701,1,0.995,0.85226,0.64919,0.3161,0.77213,0.000283085,0.000283085,0.000283085
83,778.905,0.69796,0.32183,0.78123,0.98675,1,0.995,0.84749,0.62817,0.30122,0.77192,0.000268938,0.000268938,0.000268938
84,788.182,0.68494,0.32482,0.78001,0.988,0.99942,0.995,0.85248,0.61521,0.29646,0.77046,0.000254791,0.000254791,0.000254791
85,797.428,0.67085,0.31985,0.78049,0.98928,0.99915,0.995,0.86044,0.6095,0.30068,0.77138,0.000240644,0.000240644,0.000240644
86,806.904,0.67707,0.32074,0.78272,0.98836,1,0.995,0.85299,0.64149,0.3093,0.77287,0.000226497,0.000226497,0.000226497
87,816.58,0.68299,0.32466,0.78202,0.98726,1,0.995,0.85632,0.61817,0.30229,0.77158,0.000212349,0.000212349,0.000212349
88,825.847,0.66929,0.30869,0.7852,0.99038,1,0.995,0.8465,0.63658,0.29899,0.77157,0.000198202,0.000198202,0.000198202
89,835.116,0.69159,0.31358,0.77425,0.98703,0.99943,0.995,0.86262,0.61293,0.29094,0.76975,0.000184055,0.000184055,0.000184055
90,844.554,0.65055,0.30426,0.77955,0.98926,1,0.995,0.85825,0.58706,0.2853,0.76916,0.000169908,0.000169908,0.000169908
91,855.124,0.64477,0.31662,0.79037,0.99019,1,0.995,0.85049,0.61635,0.29223,0.77211,0.000155761,0.000155761,0.000155761
92,864.346,0.64421,0.31821,0.7819,0.98793,1,0.995,0.853,0.61518,0.29298,0.77139,0.000141614,0.000141614,0.000141614
93,873.623,0.62338,0.30782,0.78168,0.98594,1,0.995,0.86127,0.60214,0.28797,0.77075,0.000127467,0.000127467,0.000127467
94,882.841,0.61956,0.30614,0.78471,0.98738,1,0.995,0.8551,0.58798,0.28017,0.77046,0.00011332,0.00011332,0.00011332
95,892.062,0.61927,0.30039,0.78112,0.98619,1,0.995,0.86194,0.60164,0.28505,0.77281,9.91726e-05,9.91726e-05,9.91726e-05
96,901.26,0.61035,0.29498,0.77663,0.99043,1,0.995,0.8657,0.56848,0.27903,0.77023,8.50255e-05,8.50255e-05,8.50255e-05
97,910.567,0.60249,0.28915,0.7769,0.98976,1,0.995,0.86216,0.58874,0.28106,0.77014,7.08784e-05,7.08784e-05,7.08784e-05
98,919.768,0.62176,0.2978,0.78189,0.98733,0.99933,0.995,0.86587,0.59304,0.28947,0.77022,5.67313e-05,5.67313e-05,5.67313e-05
99,929.08,0.60744,0.29339,0.78529,0.98743,1,0.995,0.86518,0.57866,0.27525,0.76992,4.25842e-05,4.25842e-05,4.25842e-05
100,938.408,0.60622,0.29542,0.77647,0.98752,1,0.995,0.86548,0.58519,0.27145,0.77122,2.84371e-05,2.84371e-05,2.84371e-05
