epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
38,651.683,1.31201,0.78805,0.82191,0.66721,0.68677,0.6977,0.39588,1.43711,1.1276,0.83847,0.000905557,0.000905557,0.000905557
39,663.287,1.3149,0.75511,0.81703,0.6661,0.6587,0.68743,0.3821,1.44362,1.17013,0.84443,0.00089141,0.00089141,0.00089141
40,674.826,1.27813,0.75764,0.82217,0.55212,0.7292,0.63177,0.36277,1.46736,1.1573,0.84304,0.000877263,0.000877263,0.000877263
41,686.188,1.315,0.77786,0.82153,0.67118,0.67532,0.69629,0.3886,1.46405,1.09679,0.83457,0.000863116,0.000863116,0.000863116
42,697.501,1.28091,0.76077,0.8184,0.63041,0.7016,0.68404,0.39705,1.42746,1.16282,0.83982,0.000848969,0.000848969,0.000848969
43,709.026,1.25834,0.74496,0.81937,0.53454,0.77638,0.65705,0.38908,1.44746,1.13218,0.83485,0.000834822,0.000834822,0.000834822
44,720.323,1.26967,0.78307,0.81885,0.66234,0.68338,0.69939,0.39265,1.44468,1.07995,0.83847,0.000820675,0.000820675,0.000820675
45,731.693,1.27542,0.76771,0.81793,0.64294,0.66644,0.67726,0.39217,1.44203,1.13872,0.83596,0.000806528,0.000806528,0.000806528
46,743.068,1.33178,0.78061,0.82147,0.64102,0.62769,0.63378,0.36902,1.49928,1.13533,0.84161,0.00079238,0.00079238,0.00079238
47,754.54,1.23274,0.76833,0.80965,0.53562,0.85108,0.66062,0.38366,1.4501,1.12504,0.83729,0.000778233,0.000778233,0.000778233
48,765.855,1.20311,0.73668,0.81649,0.63976,0.71065,0.67949,0.38665,1.41734,1.10387,0.83189,0.000764086,0.000764086,0.000764086
49,777.283,1.21141,0.73853,0.80846,0.67107,0.65229,0.66803,0.39746,1.40278,1.08722,0.83331,0.000749939,0.000749939,0.000749939
50,788.84,1.24603,0.77824,0.81876,0.65239,0.64294,0.66752,0.40066,1.35157,1.14093,0.82534,0.000735792,0.000735792,0.000735792
51,800.452,1.24562,0.74336,0.81644,0.63851,0.68053,0.68274,0.40631,1.38511,1.0974,0.82753,0.000721645,0.000721645,0.000721645
52,812.087,1.22587,0.73654,0.81636,0.57138,0.81482,0.66881,0.40377,1.37923,1.10887,0.83246,0.000707498,0.000707498,0.000707498
53,823.523,1.21334,0.73439,0.81154,0.65846,0.67812,0.67365,0.40797,1.40589,1.0681,0.83108,0.000693351,0.000693351,0.000693351
54,835.207,1.24093,0.75331,0.81406,0.59701,0.74571,0.67855,0.41739,1.35934,1.09933,0.82714,0.000679204,0.000679204,0.000679204
55,846.769,1.22934,0.73126,0.82158,0.53906,0.86277,0.66199,0.40637,1.3973,1.11797,0.82787,0.000665057,0.000665057,0.000665057
56,858.281,1.19273,0.71459,0.82064,0.67249,0.66588,0.70049,0.40905,1.38537,1.11361,0.82609,0.000650909,0.000650909,0.000650909
57,869.889,1.20331,0.74305,0.80772,0.566,0.7654,0.68656,0.41124,1.35416,1.11101,0.82643,0.000636762,0.000636762,0.000636762
58,881.317,1.21582,0.74152,0.81131,0.64664,0.6292,0.64941,0.40333,1.34267,1.1162,0.82797,0.000622615,0.000622615,0.000622615
59,892.756,1.20135,0.73796,0.81421,0.66029,0.64482,0.6618,0.40292,1.35643,1.10351,0.82748,0.000608468,0.000608468,0.000608468
60,904.092,1.21459,0.76111,0.81653,0.66836,0.65703,0.67198,0.41504,1.38642,1.09954,0.82631,0.000594321,0.000594321,0.000594321
61,915.647,1.20513,0.74803,0.82182,0.63386,0.69648,0.66616,0.41108,1.36047,1.07742,0.82569,0.000580174,0.000580174,0.000580174
62,927.043,1.1562,0.72634,0.81026,0.53597,0.7917,0.64466,0.4095,1.33538,1.10307,0.82225,0.000566027,0.000566027,0.000566027
63,938.448,1.15721,0.71288,0.81201,0.59726,0.67741,0.64275,0.40994,1.35224,1.1091,0.82274,0.00055188,0.00055188,0.00055188
64,950.016,1.18892,0.75288,0.81036,0.64749,0.67123,0.6858,0.41663,1.36145,1.08473,0.82666,0.000537733,0.000537733,0.000537733
65,961.66,1.1606,0.70916,0.80836,0.64987,0.66206,0.65957,0.39512,1.37302,1.1141,0.82731,0.000523586,0.000523586,0.000523586
66,973.028,1.15084,0.71868,0.80494,0.66755,0.63977,0.66706,0.4185,1.35962,1.0774,0.82727,0.000509438,0.000509438,0.000509438
67,984.458,1.16001,0.71676,0.8079,0.63964,0.63292,0.65721,0.41361,1.29843,1.1235,0.81793,0.000495291,0.000495291,0.000495291
68,995.479,1.15079,0.72039,0.81078,0.67131,0.67222,0.68839,0.43476,1.29247,1.09129,0.81941,0.000481144,0.000481144,0.000481144
69,1006.22,1.1462,0.69255,0.81613,0.6382,0.69334,0.6738,0.41606,1.30922,1.11881,0.82146,0.000466997,0.000466997,0.000466997
70,1016.84,1.1568,0.74097,0.80865,0.65463,0.67483,0.67524,0.42881,1.28425,1.09071,0.8188,0.00045285,0.00045285,0.00045285
71,1027.54,1.13522,0.73626,0.80922,0.51305,0.9272,0.65173,0.41428,1.28448,1.09384,0.81657,0.000438703,0.000438703,0.000438703
72,1038.12,1.14978,0.72784,0.80893,0.54054,0.85735,0.66111,0.41507,1.29043,1.08936,0.82173,0.000424556,0.000424556,0.000424556
73,1048.7,1.11204,0.71304,0.81449,0.69038,0.68949,0.70083,0.4341,1.27434,1.04212,0.82111,0.000410409,0.000410409,0.000410409
74,1059.6,1.11511,0.68306,0.80365,0.66147,0.66589,0.65261,0.40976,1.28658,1.07731,0.82172,0.000396262,0.000396262,0.000396262
75,1070.17,1.10082,0.6853,0.80708,0.63461,0.67267,0.67587,0.41209,1.29117,1.08459,0.81904,0.000382115,0.000382115,0.000382115
76,1081.28,1.11575,0.71296,0.80623,0.65229,0.66754,0.6813,0.42348,1.31048,1.05482,0.82151,0.000367967,0.000367967,0.000367967
77,1092.23,1.08309,0.67716,0.80651,0.66825,0.66406,0.67537,0.42787,1.26658,1.09087,0.82017,0.00035382,0.00035382,0.00035382
78,1102.77,1.10889,0.6993,0.81077,0.50897,0.96716,0.6631,0.41779,1.26438,1.08381,0.81693,0.000339673,0.000339673,0.000339673
79,1114.09,1.12401,0.72976,0.80348,0.63831,0.69829,0.67832,0.42417,1.27215,1.03679,0.81816,0.000325526,0.000325526,0.000325526
80,1125.42,1.13044,0.68509,0.80985,0.53694,0.89477,0.65864,0.41465,1.27418,1.09803,0.82063,0.000311379,0.000311379,0.000311379
81,1136.99,1.12051,0.69553,0.80634,0.62526,0.74426,0.67982,0.42205,1.22318,1.09025,0.81243,0.000297232,0.000297232,0.000297232
82,1148.33,1.05674,0.69511,0.80667,0.5893,0.76907,0.67427,0.42426,1.24224,1.0734,0.81246,0.000283085,0.000283085,0.000283085
83,1159.75,1.10353,0.69277,0.81077,0.6634,0.66705,0.67982,0.42008,1.21459,1.07534,0.8131,0.000268938,0.000268938,0.000268938
84,1171.29,1.07795,0.69157,0.81064,0.55532,0.81344,0.65648,0.41895,1.22391,1.08365,0.81447,0.000254791,0.000254791,0.000254791
85,1182.62,1.06382,0.6818,0.80324,0.67641,0.68224,0.6803,0.43417,1.19284,1.07817,0.8125,0.000240644,0.000240644,0.000240644
86,1194.02,1.08598,0.69247,0.80387,0.53947,0.83174,0.66162,0.42407,1.21531,1.07318,0.81324,0.000226497,0.000226497,0.000226497
87,1205.4,1.07436,0.67671,0.80836,0.65014,0.66113,0.65759,0.42288,1.20437,1.07951,0.81169,0.000212349,0.000212349,0.000212349
88,1216.9,1.05418,0.69451,0.80783,0.68105,0.66834,0.67443,0.43152,1.19328,1.06516,0.81127,0.000198202,0.000198202,0.000198202
89,1228.35,1.02849,0.66891,0.81007,0.69096,0.67084,0.68267,0.43671,1.20453,1.03988,0.81138,0.000184055,0.000184055,0.000184055
90,1239.94,1.04963,0.67009,0.804,0.65872,0.67664,0.6665,0.43122,1.23142,1.05925,0.81434,0.000169908,0.000169908,0.000169908
91,1253,1.02376,0.68937,0.80802,0.65805,0.65768,0.65236,0.41539,1.25489,1.05894,0.81573,0.000155761,0.000155761,0.000155761
92,1264.35,1.00928,0.68267,0.81282,0.67464,0.66909,0.67753,0.42658,1.21677,1.05734,0.81511,0.000141614,0.000141614,0.000141614
93,1275.76,1.00707,0.67672,0.80583,0.67163,0.66451,0.66965,0.42866,1.20442,1.05129,0.8133,0.000127467,0.000127467,0.000127467
94,1287.31,1.01424,0.68738,0.80832,0.66277,0.66762,0.67801,0.42662,1.20209,1.05899,0.81181,0.00011332,0.00011332,0.00011332
95,1298.7,0.96921,0.65611,0.80757,0.68175,0.67563,0.6855,0.43081,1.20269,1.05408,0.8121,9.91726e-05,9.91726e-05,9.91726e-05
96,1310.09,0.97954,0.6562,0.80788,0.57126,0.80034,0.67143,0.43261,1.20479,1.06434,0.81429,8.50255e-05,8.50255e-05,8.50255e-05
97,1321.48,0.99559,0.67617,0.80545,0.66574,0.66619,0.67463,0.43259,1.20868,1.04615,0.81169,7.08784e-05,7.08784e-05,7.08784e-05
98,1333.01,0.94874,0.66173,0.80243,0.6627,0.67108,0.67361,0.43729,1.1796,1.05436,0.81008,5.67313e-05,5.67313e-05,5.67313e-05
99,1344.37,0.95541,0.66853,0.80189,0.66875,0.68471,0.68386,0.44235,1.17415,1.04788,0.80857,4.25842e-05,4.25842e-05,4.25842e-05
100,1355.89,0.92527,0.6597,0.8068,0.52169,0.97083,0.67969,0.43798,1.16829,1.05748,0.80701,2.84371e-05,2.84371e-05,2.84371e-05
